imgnum,xmin,ymin,xmax,ymax,hasHead
00125902.png,248,333,231,320,1
00125903.png,260,351,251,339,1
00125904.png,235,326,246,333,1
00125905.png,235,328,259,346,1
00125906.png,224,325,270,355,1
00125907.png,256,351,254,342,1
00125908.png,243,328,236,322,1
00125909.png,258,348,263,363,1
00125910.png,270,370,264,359,1
00125911.png,254,344,252,348,1
00125912.png,235,328,259,346,1
00125913.png,229,325,254,342,1
00125914.png,258,351,253,340,1
00125915.png,254,349,244,336,1
00125916.png,252,340,244,335,1
00125917.png,259,348,261,363,1
00125918.png,267,353,245,334,1
00125919.png,272,357,242,329,1
00125920.png,271,355,242,330,1
00125921.png,274,376,267,361,1
00125922.png,260,348,245,330,1
00125923.png,241,327,238,325,1
00125924.png,255,349,256,348,1
00125925.png,255,349,257,352,1
00125926.png,272,371,265,360,1
00125927.png,266,370,253,344,1
00125928.png,233,325,248,335,1
00125929.png,243,329,240,325,1
00125930.png,281,384,274,373,1
00125931.png,263,352,248,335,1
00125932.png,243,333,254,342,1
00125933.png,269,353,241,330,1
00125934.png,224,325,269,354,1
00125935.png,260,348,261,362,1
00125936.png,267,354,259,359,1
00125937.png,271,369,263,357,1
00125938.png,237,325,237,323,1
00125939.png,281,384,274,373,1
00125940.png,254,348,255,342,1
00125941.png,266,362,259,350,1
00125942.png,249,334,228,318,1
00125943.png,245,334,252,341,1
00125944.png,268,355,259,357,1
00125945.png,271,354,242,332,1
00125946.png,251,337,237,328,1
00125947.png,280,381,270,368,1
00125948.png,226,326,269,354,1
00125949.png,237,326,237,323,1
00125950.png,241,328,239,324,1
00125951.png,258,346,247,334,1
00125952.png,240,326,240,327,1
00125953.png,256,348,262,362,1
00125954.png,269,366,261,352,1
00125955.png,225,325,268,354,1
00125956.png,258,348,261,362,1
00125957.png,256,348,249,336,1
00125958.png,266,351,243,330,1
00125959.png,259,347,248,334,1
00125960.png,281,384,272,371,1
00125961.png,225,325,268,354,1
00125962.png,265,367,247,337,1
00125963.png,256,349,256,349,1
00125964.png,259,350,250,336,1
00125965.png,240,326,240,327,1
00125966.png,259,349,247,334,1
00125967.png,266,367,256,346,1
00125968.png,256,348,262,360,1
00125969.png,274,376,267,362,1
00125970.png,255,349,256,346,1
00125971.png,249,334,230,320,1
00125972.png,264,350,243,330,1
00125973.png,256,343,246,332,1
00125974.png,253,342,249,335,1
00125975.png,254,349,256,344,1
00125976.png,269,371,247,339,1
00125977.png,275,376,267,364,1
00125978.png,225,325,265,351,1
00125979.png,255,348,258,352,1
00125980.png,267,370,249,339,1
00125981.png,268,351,243,329,1
00125982.png,268,353,243,334,1
00125983.png,256,348,250,337,1
00125984.png,266,359,256,344,1
00125985.png,225,325,271,357,1
00125986.png,268,353,244,334,1
00125987.png,259,349,261,362,1
00125988.png,267,371,251,342,1
00125989.png,254,349,256,344,1
00125990.png,261,358,248,337,1
00125991.png,255,348,263,362,1
00125992.png,262,363,248,338,1
00125993.png,234,328,260,347,1
00125994.png,259,350,248,334,1
00125995.png,260,354,248,335,1
00125996.png,267,353,245,334,1
00125997.png,245,330,234,321,1
00125998.png,256,351,255,343,1
00125999.png,254,349,256,349,1
00126000.png,274,357,242,329,1
00126001.png,227,325,268,352,1
00126002.png,251,354,236,338,1
00126003.png,268,371,248,338,1
00126004.png,243,326,240,326,1
00126005.png,281,384,274,372,1
00126006.png,268,370,246,339,1
00126007.png,227,325,260,347,1
00126008.png,261,358,248,337,1
00126009.png,270,371,246,338,1
00126010.png,242,331,255,343,1
00126011.png,256,348,257,352,1
00126012.png,264,352,247,335,1
00126013.png,235,324,237,322,1
00126014.png,239,330,255,344,1
00126015.png,243,329,240,325,1
00126016.png,259,348,246,332,1
00126017.png,263,364,247,338,1
00126018.png,266,359,256,344,1
00126019.png,251,338,245,333,1
00126020.png,238,327,242,328,1
00126021.png,261,349,245,330,1
00126022.png,249,334,228,318,1
00126023.png,243,327,241,326,1
00126024.png,254,349,252,340,1
00126025.png,254,350,258,348,1
00126026.png,227,325,266,352,1
00126027.png,273,357,242,329,1
00126028.png,257,348,259,352,1
00126029.png,268,355,259,357,1
00126030.png,256,347,260,359,1
00126031.png,269,357,259,355,1
00126032.png,259,350,248,334,1
00126033.png,225,324,266,352,1
00126034.png,266,371,250,341,1
00126035.png,259,348,248,334,1
00126036.png,281,384,273,372,1
00126037.png,269,371,246,339,1
00126038.png,258,351,253,342,1
00126039.png,281,384,273,372,1
00126040.png,246,333,231,320,1
00126041.png,224,324,270,356,1
00126042.png,227,325,262,347,1
00126043.png,269,367,261,354,1
00126044.png,269,369,263,355,1
00126045.png,238,325,238,325,1
00126046.png,263,350,261,361,1
00126047.png,255,348,257,351,1
00126048.png,259,350,248,334,1
00126049.png,248,333,230,319,1
00126050.png,255,345,256,352,1
00126051.png,226,325,265,351,1
00126052.png,256,349,257,353,1
00126053.png,241,327,238,325,1
00126054.png,237,326,237,323,1
00126055.png,246,333,231,320,1
00126056.png,224,325,272,356,1
00126057.png,259,348,261,363,1
00126058.png,259,348,248,334,1
00126059.png,273,371,263,356,1
00126060.png,250,335,231,321,1
00126061.png,257,347,248,335,1
00126062.png,234,325,238,322,1
00126063.png,267,366,257,347,1
00126064.png,249,333,229,319,1
00126065.png,256,348,262,362,1
00126066.png,249,334,229,319,1
00126067.png,236,325,238,323,1
00126068.png,260,351,251,339,1
00126069.png,263,355,255,343,1
00126070.png,274,357,242,329,1
00126071.png,262,362,248,337,1
00126072.png,270,372,245,339,1
00126073.png,266,367,256,346,1
00126074.png,262,363,248,338,1
00126075.png,279,383,272,369,1
00126076.png,250,333,229,318,1
00126077.png,245,334,252,341,1
00126078.png,256,348,263,364,1
00126079.png,274,357,243,329,1
00126080.png,246,331,233,321,1
00126081.png,251,337,237,328,1
00126082.png,248,333,230,319,1
00126083.png,264,352,259,361,1
00126084.png,235,324,237,322,1
00126085.png,267,371,251,342,1
00126086.png,271,354,241,329,1
00126087.png,256,349,257,351,1
00126088.png,262,354,252,341,1
00126089.png,261,357,248,337,1
00126090.png,255,348,258,352,1
00126091.png,282,385,274,374,1
00126092.png,268,351,243,329,1
00126093.png,258,348,248,335,1
00126094.png,236,326,239,323,1
00126095.png,260,352,251,338,1
00126096.png,256,348,263,364,1
00126097.png,258,348,248,335,1
00126098.png,261,349,244,331,1
00126099.png,241,327,237,324,1
00126100.png,256,349,258,353,1
00126101.png,266,353,245,334,1
00126102.png,271,355,241,330,1
00126103.png,258,346,247,334,1
00126104.png,255,349,258,351,1
00126105.png,270,370,245,339,1
00126106.png,258,348,261,362,1
00126107.png,254,349,244,336,1
00126108.png,281,462,105,294,1
00126109.png,280,455,109,293,1
00126110.png,210,376,79,242,1
00126111.png,237,398,85,252,1
00126112.png,264,422,93,266,1
00126113.png,238,364,109,240,1
00126114.png,237,398,86,252,1
00126115.png,239,398,77,248,1
00126116.png,242,379,96,256,1
00126117.png,260,417,92,263,1
00126118.png,241,367,107,240,1
00126119.png,276,405,144,295,1
00126120.png,249,380,101,238,1
00126121.png,280,422,132,293,1
00126122.png,252,398,92,252,1
00126123.png,280,452,111,293,1
00126124.png,200,374,93,243,1
00126125.png,246,411,83,256,1
00126126.png,173,353,104,250,1
00126127.png,281,451,113,293,1
00126128.png,280,435,123,292,1
00126129.png,240,366,107,240,1
00126130.png,217,385,90,242,1
00126131.png,255,398,94,250,1
00126132.png,213,385,87,243,1
00126133.png,211,367,73,240,1
00126134.png,237,400,80,252,1
00126135.png,262,411,99,264,1
00126136.png,244,406,78,251,1
00126137.png,278,464,102,292,1
00126138.png,251,399,91,253,1
00126139.png,233,383,76,247,1
00126140.png,264,422,93,266,1
00126141.png,239,389,92,254,1
00126142.png,249,410,90,258,1
00126143.png,190,367,96,244,1
00126144.png,248,410,86,255,1
00126145.png,246,375,104,238,1
00126146.png,240,378,95,255,1
00126147.png,210,382,83,243,1
00126148.png,280,439,122,291,1
00126149.png,239,380,94,255,1
00126150.png,211,368,70,240,1
00126151.png,281,464,120,304,1
00126152.png,256,393,99,251,1
00126153.png,277,447,97,278,1
00126154.png,211,372,77,251,1
00126155.png,210,371,78,240,1
00126156.png,279,463,103,292,1
00126157.png,281,454,110,293,1
00126158.png,276,402,145,294,1
00126159.png,212,369,72,240,1
00126160.png,212,369,72,240,1
00126161.png,275,437,95,269,1
00126162.png,275,406,134,288,1
00126163.png,281,471,127,313,1
00126164.png,276,405,140,293,1
00126165.png,192,369,96,244,1
00126166.png,281,464,118,303,1
00126167.png,228,394,87,246,1
00126168.png,280,453,111,293,1
00126169.png,241,380,93,255,1
00126170.png,211,373,78,241,1
00126171.png,242,404,82,254,1
00126172.png,233,385,76,247,1
00126173.png,243,378,95,256,1
00126174.png,206,378,91,251,1
00126175.png,229,372,100,240,1
00126176.png,279,463,104,295,1
00126177.png,280,464,104,293,1
00126178.png,241,367,107,240,1
00126179.png,276,405,140,293,1
00126180.png,241,378,95,255,1
00126181.png,273,433,95,265,1
00126182.png,241,381,94,255,1
00126183.png,192,369,96,244,1
00126184.png,234,386,76,246,1
00126185.png,217,373,72,241,1
00126186.png,236,392,76,247,1
00126187.png,281,459,107,295,1
00126188.png,247,411,84,256,1
00126189.png,213,367,72,240,1
00126190.png,248,410,86,255,1
00126191.png,216,386,91,242,1
00126192.png,210,382,83,243,1
00126193.png,268,431,93,272,1
00126194.png,212,370,73,240,1
00126195.png,240,378,95,255,1
00126196.png,178,356,101,248,1
00126197.png,272,429,96,263,1
00126198.png,281,468,124,308,1
00126199.png,271,435,94,274,1
00126200.png,241,378,95,255,1
00126201.png,246,410,84,255,1
00126202.png,213,370,71,240,1
00126203.png,225,380,98,240,1
00126204.png,213,384,90,243,1
00126205.png,266,416,97,253,1
00126206.png,241,384,94,255,1
00126207.png,280,472,128,314,1
00126208.png,276,409,129,285,1
00126209.png,265,412,96,250,1
00126210.png,237,403,80,251,1
00126211.png,265,412,96,250,1
00126212.png,279,463,104,295,1
00126213.png,234,386,76,246,1
00126214.png,210,374,78,240,1
00126215.png,238,363,109,239,1
00126216.png,173,353,103,250,1
00126217.png,238,377,96,257,1
00126218.png,234,383,76,251,1
00126219.png,247,396,91,255,1
00126220.png,277,441,102,282,1
00126221.png,233,385,76,247,1
00126222.png,281,457,109,294,1
00126223.png,271,410,116,277,1
00126224.png,241,386,92,254,1
00126225.png,280,461,117,301,1
00126226.png,224,379,97,240,1
00126227.png,241,401,79,251,1
00126228.png,213,385,87,243,1
00126229.png,224,392,88,244,1
00126230.png,190,367,96,245,1
00126231.png,210,371,75,241,1
00126232.png,211,369,74,240,1
00126233.png,277,463,102,292,1
00126234.png,257,417,90,260,1
00126235.png,243,380,96,256,1
00126236.png,277,463,102,292,1
00126237.png,212,368,70,239,1
00126238.png,220,383,94,241,1
00126239.png,227,386,76,247,1
00126240.png,275,404,143,295,1
00126241.png,261,421,90,265,1
00126242.png,234,385,77,245,1
00126243.png,277,406,138,291,1
00126244.png,249,397,91,255,1
00126245.png,232,391,76,251,1
00126246.png,238,401,79,250,1
00126247.png,194,370,94,243,1
00126248.png,247,393,92,256,1
00126249.png,274,409,123,282,1
00126250.png,237,403,80,251,1
00126251.png,233,366,105,240,1
00126252.png,253,411,91,259,1
00126253.png,210,376,79,242,1
00126254.png,265,412,107,270,1
00126255.png,280,451,113,294,1
00126256.png,192,369,96,244,1
00126257.png,248,409,86,256,1
00126258.png,234,386,76,246,1
00126259.png,280,461,114,298,1
00126260.png,239,377,96,258,1
00126261.png,233,383,76,247,1
00126262.png,211,367,73,240,1
00126263.png,239,365,108,240,1
00126264.png,213,386,88,242,1
00126265.png,238,402,79,250,1
00126266.png,249,397,91,255,1
00126267.png,210,376,79,242,1
00126268.png,213,370,71,240,1
00126269.png,217,385,90,242,1
00126270.png,236,394,77,247,1
00126271.png,228,394,89,247,1
00126272.png,171,351,104,251,1
00126273.png,243,380,96,256,1
00126274.png,233,367,104,251,1
00126275.png,235,398,79,251,1
00126276.png,240,366,107,240,1
00126277.png,172,352,104,250,1
00126278.png,269,412,111,273,1
00126279.png,275,410,126,283,1
00126280.png,248,410,86,255,1
00126281.png,276,442,96,270,1
00126282.png,241,380,93,255,1
00126283.png,218,375,73,241,1
00126284.png,178,357,100,247,1
00126285.png,232,397,87,248,1
00126286.png,277,406,138,291,1
00126287.png,173,353,104,250,1
00126288.png,280,440,120,292,1
00126289.png,197,371,95,243,1
00126290.png,248,410,86,255,1
00126291.png,233,384,77,251,1
00126292.png,280,435,123,292,1
00126293.png,239,377,96,257,1
00126294.png,257,398,95,249,1
00126295.png,257,398,95,249,1
00126296.png,212,371,76,241,1
00126297.png,247,393,91,255,1
00126298.png,212,385,86,251,1
00126299.png,237,365,108,240,1
00126300.png,243,380,96,256,1
00126301.png,247,409,84,255,1
00126302.png,247,410,85,255,1
00126303.png,224,392,88,244,1
00126304.png,235,399,88,250,1
00126305.png,214,385,90,243,1
00126306.png,238,401,82,252,1
00126307.png,279,416,136,294,1
00126308.png,232,383,76,247,1
00126309.png,277,406,138,291,1
00126310.png,280,459,115,298,1
00126311.png,229,372,100,240,1
00126312.png,232,383,76,245,1
00126313.png,240,378,96,257,1
00126314.png,197,371,93,243,1
00126315.png,238,394,87,252,1
00126316.png,263,407,96,247,1
00126317.png,281,460,107,295,1
00126318.png,236,402,83,251,1
00126319.png,230,393,78,249,1
00126320.png,249,383,102,238,1
00126321.png,276,408,131,287,1
00126322.png,276,407,135,289,1
00126323.png,244,384,95,255,1
00126324.png,246,408,84,256,1
00126325.png,280,472,131,314,1
00126326.png,275,439,100,280,1
00126327.png,278,414,137,293,1
00126328.png,280,469,125,309,1
00126329.png,253,415,87,260,1
00126330.png,213,369,73,251,1
00126331.png,236,363,107,240,1
00126332.png,275,445,97,274,1
00126333.png,211,368,70,240,1
00126334.png,244,405,83,254,1
00126335.png,278,448,103,287,1
00126336.png,244,407,84,254,1
00126337.png,237,396,77,247,1
00126338.png,237,394,88,253,1
00126339.png,228,394,89,247,1
00126340.png,230,372,100,239,1
00126341.png,236,402,81,251,1
00126342.png,244,373,105,238,1
00126343.png,240,382,93,255,1
00126344.png,251,412,86,258,1
00126345.png,238,377,96,257,1
00126346.png,280,449,114,292,1
00126347.png,257,417,90,260,1
00126348.png,280,464,104,295,1
00126349.png,280,445,117,292,1
00126350.png,260,419,89,263,1
00126351.png,246,410,84,255,1
00126352.png,234,385,77,245,1
00126353.png,273,433,95,265,1
00126354.png,236,364,107,239,1
00126355.png,228,376,99,251,1
00126356.png,224,383,75,251,1
00126357.png,212,381,82,243,1
00126358.png,252,398,92,252,1
00126359.png,182,360,100,248,1
00126360.png,250,398,92,253,1
00126361.png,237,398,77,247,1
00126362.png,276,404,143,294,1
00126363.png,247,396,91,255,1
00126364.png,279,452,109,292,1
00126365.png,276,403,144,295,1
00126366.png,234,366,105,240,1
00126367.png,279,420,133,293,1
00126368.png,241,386,92,254,1
00126369.png,281,474,130,316,1
00126370.png,278,464,102,292,1
00126371.png,220,378,74,242,1
00126372.png,172,352,104,250,1
00126373.png,255,398,94,250,1
00126374.png,279,456,109,295,1
00126375.png,235,395,77,248,1
00126376.png,233,391,76,246,1
00126377.png,280,464,121,304,1
00126378.png,277,459,100,287,1
00126379.png,243,378,95,256,1
00126380.png,253,409,92,260,1
00126381.png,278,409,141,294,1
00126382.png,280,459,108,296,1
00126383.png,229,389,76,247,1
00126384.png,245,412,81,254,1
00126385.png,173,352,104,250,1
00126386.png,279,463,101,293,1
00126387.png,281,459,107,295,1
00126388.png,241,404,82,254,1
00126389.png,277,406,143,294,1
00126390.png,280,461,114,298,1
00126391.png,238,375,95,257,1
00126392.png,234,397,79,250,1
00126393.png,223,382,95,240,1
00126394.png,253,415,87,260,1
00126395.png,234,383,76,251,1
00126396.png,211,367,70,240,1
00126397.png,210,374,78,240,1
00126398.png,241,367,107,240,1
00126399.png,281,451,113,293,1
00126400.png,243,404,86,252,1
00126401.png,281,458,113,297,1
00126402.png,225,393,90,246,1
00126403.png,278,446,103,284,1
00126404.png,240,363,110,240,1
00126405.png,239,380,94,255,1
00126406.png,226,385,75,246,1
00126407.png,272,429,96,263,1
00126408.png,242,379,96,256,1
00126409.png,176,355,103,251,1
00126410.png,276,403,144,295,1
00126411.png,240,378,96,257,1
00126412.png,171,352,105,251,1
00126413.png,239,390,91,253,1
00126414.png,245,411,82,255,1
00126415.png,253,409,92,260,1
00126416.png,212,371,76,241,1
00126417.png,234,384,75,245,1
00126418.png,247,396,91,255,1
00126419.png,210,378,81,251,1
00126420.png,272,432,99,275,1
00126421.png,237,402,82,251,1
00126422.png,242,405,78,251,1
00126423.png,243,370,105,251,1
00126424.png,232,393,78,248,1
00126425.png,217,373,72,240,1
00126426.png,239,380,94,255,1
00126427.png,232,383,76,245,1
00126428.png,237,397,77,248,1
00126429.png,280,472,128,314,1
00126430.png,278,461,99,289,1
00126431.png,234,383,76,251,1
00126432.png,280,453,111,293,1
00126433.png,280,461,107,295,1
00126434.png,274,409,123,282,1
00126435.png,213,368,70,240,1
00126436.png,238,404,81,250,1
00126437.png,279,464,103,293,1
00126438.png,212,369,70,240,1
00126439.png,268,427,95,271,1
00126440.png,281,460,107,295,1
00126441.png,274,434,99,277,1
00126442.png,246,411,83,256,1
00126443.png,280,463,106,295,1
00126444.png,241,400,78,249,1
00126445.png,233,390,77,247,1
00126446.png,232,384,76,246,1
00126447.png,231,370,103,238,1
00126448.png,211,372,77,251,1
00126449.png,266,416,97,253,1
00126450.png,243,382,95,256,1
00126451.png,236,404,82,250,1
00126452.png,221,383,94,241,1
00126453.png,248,410,86,255,1
00126454.png,279,463,104,295,1
00126455.png,260,397,97,246,1
00126456.png,251,386,100,239,1
00126457.png,237,400,80,252,1
00126458.png,244,407,86,254,1
00126459.png,281,467,122,307,1
00126460.png,246,375,104,238,1
00126461.png,251,410,91,258,1
00126462.png,247,409,84,255,1
00126463.png,220,378,74,242,1
00126464.png,235,388,77,246,1
00126465.png,211,368,73,240,1
00126466.png,235,364,107,239,1
00126467.png,246,408,84,256,1
00126468.png,282,468,123,307,1
00126469.png,258,398,96,248,1
00126470.png,215,371,72,251,1
00126471.png,281,436,122,291,1
00126472.png,226,385,75,246,1
00126473.png,190,367,96,244,1
00126474.png,280,457,113,295,1
00126475.png,248,410,86,255,1
00126476.png,212,368,70,239,1
00126477.png,277,406,143,294,1
00126478.png,267,429,93,270,1
00126479.png,264,412,105,269,1
00126480.png,280,464,121,304,1
00126481.png,276,402,145,294,1
00126482.png,275,404,143,295,1
00126483.png,256,393,99,251,1
00126484.png,281,436,122,291,1
00126485.png,279,463,103,292,1
00126486.png,280,463,106,295,1
00126487.png,244,412,80,253,1
00126488.png,280,469,125,309,1
00126489.png,280,461,114,298,1
00126490.png,260,417,92,263,1
00126491.png,279,464,103,293,1
00126492.png,246,412,82,254,1
00126493.png,217,385,90,242,1
00126494.png,280,472,128,314,1
00126495.png,238,401,86,250,1
00126496.png,220,380,75,243,1
00126497.png,207,380,91,251,1
00126498.png,280,434,125,292,1
00126499.png,237,400,79,249,1
00126500.png,249,383,102,238,1
00126501.png,188,365,97,246,1
00126502.png,275,439,100,280,1
00126503.png,235,399,88,250,1
00126504.png,240,376,95,256,1
00126505.png,254,390,99,239,1
00126506.png,238,377,95,256,1
00126507.png,212,374,79,241,1
00126508.png,230,393,78,249,1
00126509.png,259,402,96,245,1
00126510.png,238,401,82,252,1
00126511.png,279,447,107,287,1
00126512.png,279,452,109,292,1
00126513.png,223,382,95,240,1
00126514.png,239,398,77,248,1
00126515.png,280,449,114,292,1
00126516.png,212,385,86,251,1
00126517.png,239,377,95,257,1
00126518.png,233,385,76,247,1
00126519.png,268,411,113,274,1
00126520.png,238,377,96,257,1
00126521.png,240,366,107,240,1
00126522.png,241,381,94,255,1
00126523.png,277,441,102,282,1
00126524.png,279,445,105,286,1
00126525.png,275,440,98,280,1
00126526.png,279,445,105,286,1
00126527.png,237,397,77,248,1
00126528.png,213,368,70,240,1
00126529.png,213,367,72,240,1
00126530.png,217,373,72,240,1
00126531.png,244,406,78,251,1
00126532.png,237,400,79,249,1
00126533.png,278,463,101,293,1
00126534.png,279,412,139,294,1
00126535.png,280,451,113,294,1
00126536.png,274,409,123,282,1
00126537.png,249,410,89,257,1
00126538.png,173,352,104,250,1
00126539.png,217,385,91,244,1
00126540.png,274,436,96,277,1
00126541.png,280,461,107,295,1
00126542.png,280,470,126,311,1
00126543.png,246,412,82,254,1
00126544.png,212,368,70,239,1
00126545.png,241,380,93,255,1
00126546.png,239,389,92,254,1
00126547.png,257,411,95,262,1
00126548.png,237,397,77,248,1
00126549.png,233,397,89,251,1
00126550.png,230,393,78,249,1
00126551.png,276,409,129,285,1
00126552.png,281,469,124,310,1
00126553.png,238,402,79,250,1
00126554.png,236,402,83,251,1
00126555.png,211,372,77,251,1
00126556.png,278,462,100,291,1
00126557.png,211,367,72,240,1
00126558.png,280,453,108,291,1
00126559.png,232,383,75,245,1
00126560.png,244,412,80,253,1
00126561.png,238,401,85,252,1
00126562.png,231,370,103,238,1
00126563.png,232,393,78,248,1
00126564.png,245,407,84,254,1
00126565.png,246,412,82,254,1
00126566.png,241,367,107,240,1
00126567.png,232,393,78,248,1
00126568.png,202,376,93,242,1
00126569.png,281,454,110,293,1
00126570.png,280,472,128,314,1
00126571.png,281,459,107,295,1
00126572.png,244,373,105,238,1
00126573.png,281,473,128,314,1
00126574.png,237,398,85,252,1
00126575.png,212,368,71,240,1
00126576.png,276,404,145,294,1
00126577.png,239,378,96,256,1
00126578.png,232,383,76,247,1
00126579.png,249,410,89,257,1
00126580.png,245,409,80,253,1
00126581.png,237,397,77,248,1
00126582.png,224,383,75,251,1
00126583.png,182,361,99,246,1
00126584.png,274,409,123,282,1
00126585.png,241,402,86,251,1
00126586.png,173,353,103,250,1
00126587.png,244,412,80,253,1
00126588.png,275,406,134,288,1
00126589.png,280,442,119,292,1
00126590.png,276,402,145,294,1
00126591.png,220,385,93,251,1
00126592.png,187,363,98,246,1
00126593.png,249,383,102,238,1
00126594.png,248,409,86,256,1
00126595.png,209,381,91,242,1
00126596.png,281,474,130,316,1
00126597.png,239,378,95,255,1
00126598.png,238,404,81,250,1
00126599.png,186,363,99,246,1
00126600.png,277,406,138,291,1
00126601.png,247,409,86,256,1
00126602.png,233,384,77,251,1
00126603.png,237,400,80,252,1
00126604.png,234,366,105,240,1
00126605.png,234,385,77,245,1
00126606.png,280,434,125,292,1
00126607.png,253,409,92,260,1
00126608.png,262,425,90,266,1
00126609.png,177,355,102,249,1
00126610.png,259,398,97,247,1
00126611.png,242,406,84,254,1
00126612.png,279,416,136,294,1
00126613.png,248,410,86,255,1
00126614.png,238,402,79,250,1
00126615.png,195,369,95,245,1
00126616.png,223,381,75,244,1
00126617.png,239,378,97,257,1
00126618.png,238,376,96,257,1
00126619.png,243,370,105,251,1
00126620.png,210,371,78,240,1
00126621.png,232,391,76,251,1
00126622.png,211,379,82,242,1
00126623.png,263,411,101,267,1
00126624.png,280,463,105,296,1
00126625.png,232,383,76,247,1
00126626.png,266,416,97,253,1
00126627.png,234,385,77,245,1
00126628.png,231,370,103,238,1
00126629.png,202,377,91,243,1
00126630.png,237,396,77,247,1
00126631.png,172,352,104,250,1
00126632.png,237,398,86,252,1
00126633.png,234,385,76,245,1
00126634.png,239,398,77,248,1
00126635.png,281,454,111,295,1
00126636.png,248,409,86,256,1
00126637.png,210,382,84,242,1
00126638.png,279,465,102,293,1
00126639.png,178,356,101,248,1
00126640.png,254,390,99,239,1
00126641.png,275,437,95,269,1
00126642.png,231,370,103,238,1
00126643.png,233,388,76,247,1
00126644.png,279,451,106,288,1
00126645.png,239,376,95,257,1
00126646.png,247,412,84,256,1
00126647.png,244,410,80,253,1
00126648.png,212,368,70,239,1
00126649.png,280,467,121,305,1
00126650.png,233,367,104,238,1
00126651.png,251,410,90,258,1
00126652.png,241,402,86,251,1
00126653.png,233,390,77,247,1
00126654.png,251,386,100,239,1
00126655.png,247,410,86,255,1
00126656.png,250,398,92,253,1
00126657.png,256,414,91,261,1
00126658.png,276,405,144,295,1
00126659.png,247,410,86,255,1
00126660.png,213,384,90,243,1
00126661.png,211,379,82,242,1
00126662.png,244,412,80,253,1
00126663.png,234,399,86,249,1
00126664.png,281,467,122,307,1
00126665.png,218,376,73,242,1
00126666.png,133,249,319,431,1
00126667.png,132,239,308,421,1
00126668.png,133,251,320,433,1
00126669.png,98,212,301,405,1
00126670.png,81,189,310,417,1
00126671.png,101,210,306,426,1
00126672.png,132,243,310,434,1
00126673.png,53,189,308,416,1
00126674.png,113,219,301,408,1
00126675.png,128,220,307,414,1
00126676.png,132,247,312,431,1
00126677.png,133,248,317,430,1
00126678.png,110,215,300,406,1
00126679.png,133,250,319,433,1
00126680.png,125,217,307,415,1
00126681.png,132,237,308,419,1
00126682.png,57,191,310,415,1
00126683.png,65,196,306,411,1
00126684.png,103,215,300,406,1
00126685.png,74,200,304,409,1
00126686.png,131,232,307,416,1
00126687.png,100,213,301,406,1
00126688.png,82,189,310,417,1
00126689.png,133,251,320,433,1
00126690.png,115,215,301,406,1
00126691.png,131,237,307,418,1
00126692.png,94,202,301,405,1
00126693.png,97,204,308,433,1
00126694.png,43,184,313,422,1
00126695.png,131,243,314,435,1
00126696.png,95,194,301,405,1
00126697.png,94,195,301,404,1
00126698.png,84,192,311,417,1
00126699.png,132,246,315,437,1
00126700.png,93,193,304,404,1
00126701.png,37,181,316,428,1
00126702.png,128,221,307,415,1
00126703.png,94,194,303,405,1
00126704.png,93,194,303,403,1
00126705.png,92,194,302,404,1
00126706.png,118,223,303,409,1
00126707.png,123,213,308,415,1
00126708.png,101,202,301,405,1
00126709.png,132,239,308,421,1
00126710.png,97,205,308,431,1
00126711.png,132,242,310,423,1
00126712.png,108,215,300,406,1
00126713.png,120,225,303,410,1
00126714.png,130,222,307,414,1
00126715.png,97,213,305,417,1
00126716.png,87,185,303,409,1
00126717.png,87,192,309,415,1
00126718.png,92,194,302,404,1
00126719.png,94,209,302,406,1
00126720.png,132,251,320,433,1
00126721.png,107,211,305,405,1
00126722.png,90,197,308,413,1
00126723.png,117,207,308,416,1
00126724.png,94,202,301,405,1
00126725.png,107,211,305,405,1
00126726.png,41,183,315,424,1
00126727.png,85,187,304,409,1
00126728.png,98,205,307,432,1
00126729.png,101,207,300,404,1
00126730.png,101,205,301,405,1
00126731.png,95,198,302,405,1
00126732.png,85,192,310,416,1
00126733.png,119,210,306,412,1
00126734.png,75,200,303,408,1
00126735.png,93,195,302,404,1
00126736.png,96,205,302,405,1
00126737.png,32,178,317,431,1
00126738.png,130,234,305,416,1
00126739.png,97,213,304,413,1
00126740.png,132,248,314,437,1
00126741.png,132,247,312,431,1
00126742.png,99,207,307,430,1
00126743.png,75,200,304,408,1
00126744.png,106,214,302,407,1
00126745.png,132,243,310,434,1
00126746.png,119,207,307,414,1
00126747.png,131,232,307,416,1
00126748.png,43,182,313,423,1
00126749.png,94,201,302,404,1
00126750.png,123,213,307,415,1
00126751.png,92,194,302,404,1
00126752.png,69,199,304,410,1
00126753.png,132,250,321,432,1
00126754.png,81,189,310,417,1
00126755.png,93,194,301,404,1
00126756.png,132,248,314,437,1
00126757.png,132,249,314,435,1
00126758.png,104,215,301,407,1
00126759.png,97,211,301,406,1
00126760.png,133,241,309,423,1
00126761.png,74,197,305,410,1
00126762.png,117,207,309,416,1
00126763.png,127,231,305,414,1
00126764.png,111,219,301,407,1
00126765.png,85,192,311,417,1
00126766.png,119,210,306,411,1
00126767.png,132,248,314,437,1
00126768.png,104,217,300,407,1
00126769.png,104,218,302,409,1
00126770.png,107,211,305,405,1
00126771.png,101,210,306,425,1
00126772.png,97,206,307,431,1
00126773.png,97,204,308,433,1
00126774.png,54,190,309,416,1
